ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
666,-1,-1,0,Auchenai Crypts,,,,,,,,,,,,,,,,16712190,Defeat Exarch Maladaar.,,,,,,,,,,,,,,,,16712190,14805,10,6,0,3590,,,,,,,,,,,,,,,,,16712174,1,0
735,-1,-1,0,Working Day and Night,,,,,,,,,,,,,,,,16712190,Become a Grand Master in two professions.,,,,,,,,,,,,,,,,16712190,169,10,6,0,162,,,,,,,,,,,,,,,,,16712174,2,0
801,-1,-1,0,Resurrected by soulstones,,,,,,,,,,,,,,,,16712190,Resurrected by soulstones,,,,,,,,,,,,,,,,16712190,127,0,6,9,1,,,,,,,,,,,,,,,,,16712174,0,0
802,-1,-1,0,Explore Westfall,,,,,,,,,,,,,,,,16712190,"Explore Westfall, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,6,0,3572,,,,,,,,,,,,,,,,,16712174,0,0
829,-1,-1,0,Largest heal received,,,,,,,,,,,,,,,,16712190,Largest heal received,,,,,,,,,,,,,,,,16712190,141,0,6,1,1,,,,,,,,,,,,,,,,,16712174,0,0
843,-1,-1,0,Explore Netherstorm,,,,,,,,,,,,,,,,16712190,"Explore Netherstorm, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14779,10,6,0,3564,,,,,,,,,,,,,,,,,16712174,0,0
844,-1,-1,0,Explore Darkshore,,,,,,,,,,,,,,,,16712190,"Explore Darkshore, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,6,0,3553,,,,,,,,,,,,,,,,,16712174,0,0
877,-1,-1,0,The Cake Is Not A Lie,,,,,,,,,,,,,,,,16712190,Bake a Delicious Chocolate Cake.,,,,,,,,,,,,,,,,16712190,170,10,6,0,2917,,,,,,,,,,,,,,,,,16712174,0,0
897,-1,-1,0,You're So Offensive,,,,,,,,,,,,,,,,16712190,Earn exalted status with the Shattered Sun Offensive.,,,,,,,,,,,,,,,,16712190,14865,10,6,0,2807,,,,,,,,,,,,,,,,,16712174,0,0
1007,-1,-1,0,The Wyrmrest Accord,,,,,,,,,,,,,,,,16712190,Earn exalted status with The Wyrmrest Accord.,,,,,,,,,,,,,,,,16712190,14866,10,6,0,3684,,,,,,,,,,,,,,,,,16712174,0,0
1024,1,530,0,Flame Warden of Outland,,,,,,,,,,,,,,,,16712190,Honor the flames of Outland.,,,,,,,,,,,,,,,,16712190,161,10,6,0,1923,,,,,,,,,,,,,,,,,16712174,0,0
1065,-1,-1,0,Total waves,,,,,,,,,,,,,,,,16712190,Total waves,,,,,,,,,,,,,,,,16712190,131,0,6,1,1,,,,,,,,,,,,,,,,,16712174,0,0
1073,-1,558,0,Exarch Maladaar kills (Auchenai Crypts),,,,,,,,,,,,,,,,16712190,Exarch Maladaar kills (Auchenai Crypts),,,,,,,,,,,,,,,,16712190,14822,5,6,1,2796,,,,,,,,,,,,,,,,,16712174,0,0
1097,-1,329,0,Baron Rivendare kills (Stratholme),,,,,,,,,,,,,,,,16712190,Baron Rivendare kills (Stratholme),,,,,,,,,,,,,,,,16712190,14821,5,6,1,2718,,,,,,,,,,,,,,,,,16712174,0,0
1151,1,30,0,Loyal Defender,,,,,,,,,,,,,,,,16712190,"In Alterac Valley, kill 50 enemy players in the Hall of the Stormpike.",,,,,,,,,,,,,,,,16712190,14801,10,6,0,3582,,,,,,,,,,,,,,,,,16712174,0,0
1153,-1,-1,0,Overly Defensive,,,,,,,,,,,,,,,,16712190,Defend 3 bases in a single Arathi Basin battle.,,,,,,,,,,,,,,,,16712190,14802,10,6,0,3397,,,,,,,,,,,,,,,,,16712174,0,0
1183,-1,-1,0,Brew of the Year,,,,,,,,,,,,,,,,16712190,Sample 12 beers featured in the Brew of the Month club.,,,,,,,,,,,,,,,,16712190,162,10,6,0,2535,,,,,,,,,,,,,,,,,16712174,0,0
1268,-1,-1,0,Explore Sholazar Basin,,,,,,,,,,,,,,,,16712190,"Explore Sholazar Basin, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14780,10,6,0,3335,,,,,,,,,,,,,,,,,2113864174,0,0
1272,0,-1,0,Terror of Terokkar,,,,,,,,,,,,,,,,16712190,Complete 68 quests in Terokkar Forest.,,,,,,,,,,,,,,,,16712190,14862,10,6,0,3586,,,,,,,,,,,,,,,,,2113864174,0,0
1280,0,-1,0,Flirt With Disaster,,,,,,,,,,,,,,,,16712190,"Get completely smashed, put on your best perfume, throw a handful of rose petals on Jeremiah Payson and then kiss him. You'll regret it in the morning.",,,,,,,,,,,,,,,,16712190,187,10,6,0,1846,,,,,,,,,,,,,,,,,2113864174,0,0
1288,-1,-1,0,Northrend Dungeonmaster,,,,,,,,,,,,,,,,16712190,Complete the Northrend dungeon achievements listed below.,,,,,,,,,,,,,,,,16712190,168,10,6,0,1947,,,,,,,,,,,,,,,,,2113864172,0,0
1300,-1,-1,0,Different health potions used,,,,,,,,,,,,,,,,16712190,Different health potions used,,,,,,,,,,,,,,,,16712190,145,0,6,33,1,,,,,,,,,,,,,,,,,4278125036,0,345
1359,0,-1,0,Might of Dragonblight,,,,,,,,,,,,,,,,16712190,Complete 130 quests in Dragonblight.,,,,,,,,,,,,,,,,16712190,14863,10,6,0,3338,,,,,,,,,,,,,,,,,2113864172,0,0
1466,1,-1,0,Most Alliance factions at Exalted,,,,,,,,,,,,,,,,16712190,Most Alliance factions at Exalted,,,,,,,,,,,,,,,,16712190,147,0,6,33,1,,,,,,,,,,,,,,,,,2080309740,0,0
1506,-1,601,0,Anub'arak kills (Heroic Azjol-Nerub),,,,,,,,,,,,,,,,16712190,Anub'arak kills (Heroic Azjol-Nerub),,,,,,,,,,,,,,,,16712190,14823,5,6,1,1899,,,,,,,,,,,,,,,,,2130641388,0,0
1716,-1,-1,0,Battleground with the most Killing Blows,,,,,,,,,,,,,,,,16712190,Battleground with the most Killing Blows,,,,,,,,,,,,,,,,16712190,137,0,6,17,1,,,,,,,,,,,,,,,,,2113864172,0,1491
1719,-1,-1,0,Battleground with the most Honorable Kills,,,,,,,,,,,,,,,,16712190,Battleground with the most Honorable Kills,,,,,,,,,,,,,,,,16712190,136,0,6,17,1,,,,,,,,,,,,,,,,,2130641388,0,382
1748,-1,-1,0,First Aid Manuals learned,,,,,,,,,,,,,,,,16712190,First Aid Manuals learned,,,,,,,,,,,,,,,,16712190,178,0,6,1,4,,,,,,,,,,,,,,,,,2113864172,0,0
1790,-1,-1,0,"Hail To The King, Baby",,,,,,,,,,,,,,,,16712190,Defeat King Ymiron in Utgarde Pinnacle with your orphan out.,,,,,,,,,,,,,,,,16712190,163,10,6,0,3320,,,,,,,,,,,,,,,,,2080309740,0,0
1793,-1,-1,0,For The Children,,,,,,,,,,,,,,,,16712190,Complete the Children's Week achievements listed below.,,,,,,,,,,,,,,,,16712190,155,10,6,0,2523,Title Reward: Matron/Patron,,,,,,,,,,,,,,,,16712190,0,0
2200,0,607,0,Defense of the Ancients,,,,,,,,,,,,,,,,16712190,Defend the beach without losing any walls.,,,,,,,,,,,,,,,,16712190,14881,10,6,0,276,,,,,,,,,,,,,,,,,2113864172,0,0
2416,-1,-1,0,Hard Boiled,,,,,,,,,,,,,,,,16712190,Lay an egg in Un'Goro Crater's Golakka Hot Springs as a rabbit during the Noblegarden celebration.,,,,,,,,,,,,,,,,16712190,159,10,6,0,3711,,,,,,,,,,,,,,,,,2080309740,0,0
2476,0,571,0,Destruction Derby,,,,,,,,,,,,,,,,16712190,Destroy each of the vehicles listed below.,,,,,,,,,,,,,,,,16712190,14901,10,6,0,3505,,,,,,,,,,,,,,,,,2080309740,0,0
2861,-1,603,0,Kologarn kills (Ulduar 10 player),,,,,,,,,,,,,,,,16712190,Kologarn kills (Ulduar 10 player),,,,,,,,,,,,,,,,16712190,14963,10,6,1,1700,,,,,,,,,,,,,,,,,2113864172,0,0
3097,-1,603,0,Dwarfageddon (10 player),,,,,,,,,,,,,,,,16712190,Destroy 100 Steelforged Defenders in 10 seconds on the Ulduar gauntlet in 10-player mode.,,,,,,,,,,,,,,,,16712190,14961,10,6,0,3779,,,,,,,,,,,,,,,,,2113864172,0,0
3098,-1,603,0,Dwarfageddon (25 player),,,,,,,,,,,,,,,,16712190,Destroy 100 Steelforged Defenders in 10 seconds on the Ulduar gauntlet in 25-player mode.,,,,,,,,,,,,,,,,16712190,14962,10,6,0,3779,,,,,,,,,,,,,,,,,2113864172,0,0
3580,1,-1,0,Pilgrim's Peril,,,,,,,,,,,,,,,,16712190,"While wearing either a Pilgrim's Dress, Robe, or Attire, take a seat at each enemy capital's Bountiful Table.",,,,,,,,,,,,,,,,16712190,14981,10,6,0,1703,,,,,,,,,,,,,,,,,16775150,0,0
3736,-1,-1,0,Pony Up!,,,,,,,,,,,,,,,,16712190,"Purchase and use an Argent Pony from Dame Evniki Kapsalis, the Crusader's Quartermaster.",,,,,,,,,,,,,,,,16712190,14941,10,6,0,1176,,,,,,,,,,,,,,,,,16718845,0,0
3798,-1,-1,0,Resilience Will Fix It (10 player),,,,,,,,,,,,,,,,16712190,Kill all the enemy heroes within 60 seconds of the first one dying in 10-player mode.,,,,,,,,,,,,,,,,16712190,15001,10,6,0,4007,,,,,,,,,,,,,,,,,16718847,1,0
3814,-1,-1,0,Resilience Will Fix It (25 player),,,,,,,,,,,,,,,,16712190,Kill all the enemy heroes within 60 seconds of the first one dying in 25-player mode..,,,,,,,,,,,,,,,,16712190,15002,10,6,0,4007,,,,,,,,,,,,,,,,,16718845,1,0
4051,-1,-1,0,Victories over Rogue Champion (Heroic Trial of the Champion),,,,,,,,,,,,,,,,16712190,Victories over Rogue Champion (Heroic Trial of the Champion),,,,,,,,,,,,,,,,16712190,15021,0,6,1,1,,,,,,,,,,,,,,,,,16712172,0,0
4176,0,628,0,Resource Glut,,,,,,,,,,,,,,,,16712190,Win Isle of Conquest while your team controls the Quarry and Oil Refinery.,,,,,,,,,,,,,,,,16712190,15003,10,6,0,3736,,,,,,,,,,,,,,,,,16712172,0,0
4630,-1,631,4529,Heroic: The Crimson Hall (10 player),,,,,,,,,,,,,,,,16712190,Defeat the bosses of The Crimson Hall in Icecrown Citadel in 10-player Heroic mode.,,,,,,,,,,,,,,,,16712190,15041,10,6,0,4178,,,,,,,,,,,,,,,,,16712188,0,0
4634,-1,631,4606,Heroic: The Crimson Hall (25 player),,,,,,,,,,,,,,,,16712190,Defeat the bosses of The Crimson Hall in Icecrown Citadel in 25-player Heroic mode.,,,,,,,,,,,,,,,,16712190,15042,10,6,0,4178,,,,,,,,,,,,,,,,,16712188,0,0
4728,-1,-1,0,Forgemaster Garfrost kills (Heroic Pit of Saron),,,,,,,,,,,,,,,,16712190,,,,,,,,,,,,,,,,,16712188,15062,0,6,1,1,,,,,,,,,,,,,,,,,16712188,0,0
4729,-1,-1,0,Emblems of Triumph acquired,,,,,,,,,,,,,,,,16712190,Emblems of Triumph acquired,,,,,,,,,,,,,,,,16712190,130,0,6,1,1,,,,,,,,,,,,,,,,,16712188,0,0
12,-1,-1,11,Level 70,,,,,,,,,,,,,,,,16712190,Reach level 70.,,,,,,,,,,,,,,,,16712190,92,10,7,4,3274,,,,,,,,,,,,,,,,,16712174,0,0
32,-1,-1,508,2000 Quests Completed,,,,,,,,,,,,,,,,16712190,Complete 2000 quests.,,,,,,,,,,,,,,,,16712190,96,10,7,0,3415,,,,,,,,,,,,,,,,,16712174,0,0
37,1,-1,0,Fo' Grizzle My Shizzle,,,,,,,,,,,,,,,,16712190,Complete 85 quests in Grizzly Hills.,,,,,,,,,,,,,,,,16712190,14863,10,7,0,3339,,,,,,,,,,,,,,,,,16712174,0,0
55,-1,529,0,Arathi Basin battles,,,,,,,,,,,,,,,,16712190,Arathi Basin battles,,,,,,,,,,,,,,,,16712190,153,0,7,1,1,,,,,,,,,,,,,,,,,16712174,0,0
141,-1,-1,0,Ultimate Triage,,,,,,,,,,,,,,,,16712190,Use a Heavy Frostweave Bandage to heal another player or yourself with less than 5% health.,,,,,,,,,,,,,,,,16712190,172,10,7,0,2741,,,,,,,,,,,,,,,,,16712174,0,0
157,-1,529,0,To The Rescue!,,,,,,,,,,,,,,,,16712190,Come to the defense of a base in Arathi Basin 50 times by recapping the flag.,,,,,,,,,,,,,,,,16712190,14802,10,7,0,2205,,,,,,,,,,,,,,,,,16712174,0,0
183,-1,-1,0,Materials produced from disenchanting,,,,,,,,,,,,,,,,16712190,Materials produced from disenchanting,,,,,,,,,,,,,,,,16712190,173,0,7,1,4,,,,,,,,,,,,,,,,,16712174,0,0
198,-1,-1,0,Total healing done,,,,,,,,,,,,,,,,16712190,Total healing done,,,,,,,,,,,,,,,,16712190,141,0,7,1,4,,,,,,,,,,,,,,,,,16712174,0,0
212,-1,566,0,Storm Capper,,,,,,,,,,,,,,,,16712190,Personally carry and capture the flag in Eye of the Storm.,,,,,,,,,,,,,,,,16712190,14803,10,7,0,3391,,,,,,,,,,,,,,,,,16712174,0,0
225,1,30,0,Everything Counts,,,,,,,,,,,,,,,,16712190,Win Alterac Valley while your team controls both mines.,,,,,,,,,,,,,,,,16712190,14801,10,7,0,3433,,,,,,,,,,,,,,,,,16712174,0,0
239,-1,-1,509,25000 Honorable Kills,,,,,,,,,,,,,,,,16712190,Get 25000 honorable kills.,,,,,,,,,,,,,,,,16712190,95,10,7,0,3460,,,,,,,,,,,,,,,,,16712174,0,0
275,-1,-1,0,Veteran Nanny,,,,,,,,,,,,,,,,16712190,"Acquire Egbert's Egg, Sleepy Willy, and Elekk Training Collar on one character.",,,,,,,,,,,,,,,,16712190,163,50,7,0,2525,,,,,,,,,,,,,,,,,16712174,0,0
330,-1,-1,0,Auction purchases,,,,,,,,,,,,,,,,16712190,Auction purchases,,,,,,,,,,,,,,,,16712190,140,0,7,1,4,,,,,,,,,,,,,,,,,16712174,0,0
367,-1,-1,0,2v2 matches,,,,,,,,,,,,,,,,16712190,2v2 matches,,,,,,,,,,,,,,,,16712190,152,0,7,9,4,,,,,,,,,,,,,,,,,16712174,0,0
400,-1,-1,399,Just the Two of Us: 1750,,,,,,,,,,,,,,,,16712190,Earn a 1750 personal rating in the 2v2 bracket of the arena at level 80.,,,,,,,,,,,,,,,,16712190,165,10,7,0,3038,,,,,,,,,,,,,,,,,16712174,0,0
462,-1,-1,0,Realm First! Level 80 Hunter,,,,,,,,,,,,,,,,16712190,First hunter on the realm to achieve level 80.,,,,,,,,,,,,,,,,16712190,81,0,7,256,2831,,,,,,,,,,,,,,,,,16712174,0,0
484,-1,604,0,Gundrak,,,,,,,,,,,,,,,,16712190,Defeat the bosses in Gundrak.,,,,,,,,,,,,,,,,16712190,14806,10,7,0,3237,,,,,,,,,,,,,,,,,16712172,0,0
495,-1,604,0,Heroic: Gundrak,,,,,,,,,,,,,,,,16712190,Defeat the Gundrak bosses on Heroic Difficulty.,,,,,,,,,,,,,,,,16712190,14921,10,7,0,3238,,,,,,,,,,,,,,,,,16712172,0,0
518,-1,-1,519,30 Exalted Reputations,,,,,,,,,,,,,,,,16712190,Raise 30 reputations to Exalted.,,,,,,,,,,,,,,,,16712190,201,10,7,0,3604,,,,,,,,,,,,,,,,,16712174,0,0
572,-1,533,0,Sapphiron's Demise (10 player),,,,,,,,,,,,,,,,16712190,Defeat Sapphiron in Naxxramas in 10-player mode.,,,,,,,,,,,,,,,,16712190,14922,10,7,0,1700,,,,,,,,,,,,,,,,,16712172,0,0
573,-1,533,0,Sapphiron's Demise (25 player),,,,,,,,,,,,,,,,16712190,Defeat Sapphiron in Naxxramas in 25-player mode.,,,,,,,,,,,,,,,,16712190,14923,10,7,0,1700,,,,,,,,,,,,,,,,,16712172,0,0
593,0,-1,0,Deaths from Vanndar Stormpike,,,,,,,,,,,,,,,,16712190,Deaths from Vanndar Stormpike,,,,,,,,,,,,,,,,16712190,124,0,7,1,1,,,,,,,,,,,,,,,,,16712174,0,0
635,-1,-1,0,Razorfen Kraul,,,,,,,,,,,,,,,,16712190,Defeat Charlga Razorflank.,,,,,,,,,,,,,,,,16712190,14808,10,7,0,3686,,,,,,,,,,,,,,,,,16712174,1,0
652,-1,-1,0,The Escape From Durnholde,,,,,,,,,,,,,,,,16712190,Defeat Epoch Hunter.,,,,,,,,,,,,,,,,16712190,14805,10,7,0,3824,,,,,,,,,,,,,,,,,16712174,1,0
730,-1,-1,0,Skills to Pay the Bills,,,,,,,,,,,,,,,,16712190,"Become a Grand Master in fishing, first aid and cooking.",,,,,,,,,,,,,,,,16712190,169,10,7,0,1657,,,,,,,,,,,,,,,,,16712174,0,0
841,-1,-1,0,Explore Wetlands,,,,,,,,,,,,,,,,16712190,"Explore Wetlands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,7,0,3573,,,,,,,,,,,,,,,,,16712174,0,0
861,-1,-1,0,Explore Bloodmyst Isle,,,,,,,,,,,,,,,,16712190,"Explore Bloodmyst Isle, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,7,0,3551,,,,,,,,,,,,,,,,,16712174,0,0
864,-1,-1,0,Explore Shadowmoon Valley,,,,,,,,,,,,,,,,16712190,"Explore Shadowmoon Valley, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14779,10,7,0,3584,,,,,,,,,,,,,,,,,16712174,0,0
898,-1,-1,0,On Wings of Nether,,,,,,,,,,,,,,,,16712190,Earn exalted status with Netherwing.,,,,,,,,,,,,,,,,16712190,14865,10,7,0,1928,,,,,,,,,,,,,,,,,16712174,0,0
906,-1,-1,0,Kickin' It Up a Notch,,,,,,,,,,,,,,,,16712190,Complete each of The Rokk's 4 cooking daily quests listed below.,,,,,,,,,,,,,,,,16712190,170,10,7,0,2923,,,,,,,,,,,,,,,,,16712174,0,0
922,-1,-1,0,Mana potions consumed,,,,,,,,,,,,,,,,16712190,Mana potions consumed,,,,,,,,,,,,,,,,16712190,145,0,7,9,1,,,,,,,,,,,,,,,,,16712174,0,0
926,0,-1,0,Most Horde factions at Exalted,,,,,,,,,,,,,,,,16712190,Most Horde factions at Exalted,,,,,,,,,,,,,,,,16712190,147,0,7,33,1,,,,,,,,,,,,,,,,,16712174,0,0
928,-1,-1,0,Extra bank slots purchased,,,,,,,,,,,,,,,,16712190,Extra bank slots purchased,,,,,,,,,,,,,,,,16712190,191,0,7,1,1,,,,,,,,,,,,,,,,,16712174,0,0
933,-1,-1,0,Total 10-player raids entered,,,,,,,,,,,,,,,,16712190,Total 10-player raids entered,,,,,,,,,,,,,,,,16712190,14807,0,7,1,1,,,,,,,,,,,,,,,,,16712174,0,0
981,-1,-1,0,That Sparkling Smile,,,,,,,,,,,,,,,,16712190,Show off your sparkling smile by using a Tooth Pick.,,,,,,,,,,,,,,,,16712190,158,10,7,0,3510,,,,,,,,,,,,,,,,,16712174,0,0
1008,-1,-1,0,The Kirin Tor,,,,,,,,,,,,,,,,16712190,Earn exalted status with The Kirin Tor.,,,,,,,,,,,,,,,,16712190,14866,10,7,0,3682,,,,,,,,,,,,,,,,,16712174,0,0
1034,1,-1,0,The Fires of Azeroth,,,,,,,,,,,,,,,,16712190,"Complete the Flame Warden of Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16712190,161,10,7,0,12,,,,,,,,,,,,,,,,,16712174,0,0
1038,1,-1,0,The Flame Warden,,,,,,,,,,,,,,,,16712190,Complete the Midsummer achievements listed below.,,,,,,,,,,,,,,,,16712190,155,20,7,0,2974,Title Reward: Flame Warden,,,,,,,,,,,,,,,,16712190,0,0
1074,-1,556,0,Talon King Ikiss kills (Sethekk Halls),,,,,,,,,,,,,,,,16712190,Talon King Ikiss kills (Sethekk Halls),,,,,,,,,,,,,,,,16712190,14822,5,7,1,2378,,,,,,,,,,,,,,,,,16712174,0,0
1096,-1,229,0,General Drakkisath kills (Blackrock Spire),,,,,,,,,,,,,,,,16712190,General Drakkisath kills (Blackrock Spire),,,,,,,,,,,,,,,,16712190,14821,5,7,1,1551,,,,,,,,,,,,,,,,,16712174,0,0
1111,-1,-1,0,2v2 Arena Honorable Kills,,,,,,,,,,,,,,,,16712190,2v2 Arena Honorable Kills,,,,,,,,,,,,,,,,16712190,136,0,7,1,1,,,,,,,,,,,,,,,,,16712174,0,0
1192,1,-1,0,Nagrand Slam,,,,,,,,,,,,,,,,16712190,Complete 75 quests in Nagrand.,,,,,,,,,,,,,,,,16712190,14862,10,7,0,3563,,,,,,,,,,,,,,,,,16712174,0,0
1233,-1,619,0,Herald Volazj kills (Ahn'kahet: The Old Kingdom),,,,,,,,,,,,,,,,16712190,Herald Volazj kills (Ahn'kahet: The Old Kingdom),,,,,,,,,,,,,,,,16712190,14823,5,7,1,1256,,,,,,,,,,,,,,,,,2113864174,0,0
1252,0,489,0,Supreme Defender,,,,,,,,,,,,,,,,16712190,Kill 100 flag carriers in Warsong Gulch.,,,,,,,,,,,,,,,,16712190,14804,10,7,0,3400,,,,,,,,,,,,,,,,,2113864174,0,0
1253,-1,-1,0,Raised as a ghoul,,,,,,,,,,,,,,,,16712190,Raised as a ghoul,,,,,,,,,,,,,,,,16712190,127,0,7,1,221,,,,,,,,,,,,,,,,,2130641390,0,0
1257,-1,-1,0,The Scavenger,,,,,,,,,,,,,,,,16712190,Successfully fish in each of the junk nodes listed below.,,,,,,,,,,,,,,,,16712190,171,10,7,0,3068,,,,,,,,,,,,,,,,,2113864174,0,0
1260,-1,-1,0,Drunken Stupor,,,,,,,,,,,,,,,,16712190,Fall 65 yards without dying while completely smashed during the Brewfest Holiday.,,,,,,,,,,,,,,,,16712190,162,10,7,0,2402,,,,,,,,,,,,,,,,,2113864174,0,0
1281,-1,-1,0,The Rocket's Red Glare,,,,,,,,,,,,,,,,16712190,Shoot off 10 Red Rocket Clusters in 25 seconds or less.,,,,,,,,,,,,,,,,16712190,160,10,7,0,2368,,,,,,,,,,,,,,,,,2113864174,0,0
1289,-1,-1,0,Northrend Dungeon Hero,,,,,,,,,,,,,,,,16712190,Complete the heroic Northrend dungeon achievements listed below.,,,,,,,,,,,,,,,,16712190,168,20,7,0,857,,,,,,,,,,,,,,,,,2113864172,0,0
1295,-1,-1,0,Crashin' & Thrashin',,,,,,,,,,,,,,,,16712190,Gain 25 crashes with your Crashin' Thrashin' Racer during the Feast of Winter Veil.,,,,,,,,,,,,,,,,16712190,156,10,7,0,2367,,,,,,,,,,,,,,,,,2113864174,0,0
1457,-1,-1,0,Explore Crystalsong Forest,,,,,,,,,,,,,,,,16712190,"Explore Crystalsong Forest, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14780,10,7,0,3471,,,,,,,,,,,,,,,,,2080309740,0,0
1492,-1,-1,0,2v2 Arena Killing Blows,,,,,,,,,,,,,,,,16712190,2v2 Arena Killing Blows,,,,,,,,,,,,,,,,16712190,137,0,7,1,1,,,,,,,,,,,,,,,,,2080309740,0,0
1519,-1,-1,0,Fishing skill,,,,,,,,,,,,,,,,16712190,Fishing skill,,,,,,,,,,,,,,,,16712190,178,0,7,1,1,,,,,,,,,,,,,,,,,2080309740,0,0
1704,-1,-1,0,I Pitied The Fool,,,,,,,,,,,,,,,,16712190,Pity the Love Fool in the locations specified below.,,,,,,,,,,,,,,,,16712190,187,10,7,0,2339,,,,,,,,,,,,,,,,,2080309740,0,0
1723,-1,571,0,Vehicular Gnomeslaughter,,,,,,,,,,,,,,,,16712190,Kill 100 players in Wintergrasp using a vehicle or a cannon.,,,,,,,,,,,,,,,,16712190,14901,10,7,136,2547,,,,,,,,,,,,,,,,,2130641388,0,0
1761,-1,607,0,The Dapper Sapper,,,,,,,,,,,,,,,,16712190,Plant 100 Seaforium charges which successfully damage a wall. ,,,,,,,,,,,,,,,,16712190,14881,10,7,0,2565,,,,,,,,,,,,,,,,,2130641388,0,0
2216,-1,-1,0,Most deadly Lich King dungeon boss,,,,,,,,,,,,,,,,16712190,Most deadly Lich King dungeon boss,,,,,,,,,,,,,,,,16712190,125,0,7,17,1,,,,,,,,,,,,,,,,,2080309740,0,322
2419,1,-1,0,Spring Fling,,,,,,,,,,,,,,,,16712190,Find your pet Spring Rabbit another one to love in each of the towns listed below.,,,,,,,,,,,,,,,,16712190,159,10,7,0,3202,,,,,,,,,,,,,,,,,2113864172,0,0
2777,1,-1,0,Champion of Darnassus,,,,,,,,,,,,,,,,16712190,Earn the right to represent Darnassus in the Argent Tournament.,,,,,,,,,,,,,,,,16712190,14941,10,7,0,3801,,,,,,,,,,,,,,,,,2080309740,0,0
2868,-1,603,0,Auriaya kills (Ulduar 10 player),,,,,,,,,,,,,,,,16712190,Auriaya kills (Ulduar 10 player),,,,,,,,,,,,,,,,16712190,14963,10,7,1,1700,,,,,,,,,,,,,,,,,2113864172,0,0
2905,-1,603,0,Unbroken (10 player),,,,,,,,,,,,,,,,16712190,Defeat Flame Leviathan on the first try without anyone repairing their vehicle in 10-player mode.,,,,,,,,,,,,,,,,16712190,14961,10,7,0,325,,,,,,,,,,,,,,,,,2080309740,0,0
2906,-1,603,0,Unbroken (25 player),,,,,,,,,,,,,,,,16712190,Defeat Flame Leviathan on the first try without anyone repairing their vehicle in 25-player mode.,,,,,,,,,,,,,,,,16712190,14962,10,7,0,325,,,,,,,,,,,,,,,,,2080309740,0,0
3581,0,-1,0,Pilgrim's Peril,,,,,,,,,,,,,,,,16712190,"While wearing either a Pilgrim's Dress, Robe, or Attire, take a seat at each enemy capital's Bountiful Table.",,,,,,,,,,,,,,,,16712190,14981,10,7,0,1704,,,,,,,,,,,,,,,,,16775150,0,0
3799,-1,-1,0,Salt and Pepper (10 player),,,,,,,,,,,,,,,,16712190,Defeat the Twin Val'kyr in 3 minutes or less in 10-player mode.,,,,,,,,,,,,,,,,16712190,15001,10,7,0,4005,,,,,,,,,,,,,,,,,16718847,1,0
3815,-1,-1,0,Salt and Pepper (25 player),,,,,,,,,,,,,,,,16712190,Defeat the Twin Val'kyr in 3 minutes or less in 25-player mode.,,,,,,,,,,,,,,,,16712190,15002,10,7,0,4005,,,,,,,,,,,,,,,,,16718845,1,0
4052,-1,-1,0,Victories over Shaman Champion (Trial of the Champion),,,,,,,,,,,,,,,,16712190,Victories over Shaman Champion (Trial of the Champion),,,,,,,,,,,,,,,,16712190,15021,0,7,1,1,,,,,,,,,,,,,,,,,16712172,0,0
4177,0,628,4176,Mine,,,,,,,,,,,,,,,,16712190,"Win Isle of Conquest while controlling the Quarry, Oil Refinery, Shipyard, Siege Workshop and Hangar.",,,,,,,,,,,,,,,,16712190,15003,10,7,0,4016,,,,,,,,,,,,,,,,,16712172,0,0
4527,-1,631,0,The Frostwing Halls (10 player),,,,,,,,,,,,,,,,16712190,Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 10-player mode.,,,,,,,,,,,,,,,,16712190,15041,10,7,0,4158,,,,,,,,,,,,,,,,,16712172,0,0
