ID,Charges,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],Name_lang[0],Name_lang[1],Name_lang[2],Name_lang[3],Name_lang[4],Name_lang[5],Name_lang[6],Name_lang[7],Name_lang[8],Name_lang[9],Name_lang[10],Name_lang[11],Name_lang[12],Name_lang[13],Name_lang[14],Name_lang[15],Name_lang_mask,ItemVisual,Flags,Src_itemID,Condition_ID,RequiredSkillID,RequiredSkillRank,MinLevel
1422,0,4,0,0,42,0,0,42,0,0,3,0,0,+42 Nature Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1423,0,4,0,0,43,0,0,43,0,0,3,0,0,+43 Nature Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1424,0,4,0,0,44,0,0,44,0,0,3,0,0,+44 Nature Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1425,0,4,0,0,45,0,0,45,0,0,3,0,0,+45 Nature Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1426,0,4,0,0,46,0,0,46,0,0,3,0,0,+46 Nature Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1427,0,4,0,0,1,0,0,1,0,0,5,0,0,+1 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1428,0,4,0,0,2,0,0,2,0,0,5,0,0,+2 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1429,0,4,0,0,3,0,0,3,0,0,5,0,0,+3 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1430,0,4,0,0,4,0,0,4,0,0,5,0,0,+4 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1431,0,4,0,0,5,0,0,5,0,0,5,0,0,+5 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1432,0,4,0,0,6,0,0,6,0,0,5,0,0,+6 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1433,0,4,0,0,7,0,0,7,0,0,5,0,0,+7 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1434,0,4,0,0,8,0,0,8,0,0,5,0,0,+8 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1435,0,4,0,0,9,0,0,9,0,0,5,0,0,+9 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1436,0,4,0,0,10,0,0,10,0,0,5,0,0,+10 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1437,0,4,0,0,11,0,0,11,0,0,5,0,0,+11 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1438,0,4,0,0,12,0,0,12,0,0,5,0,0,+12 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1439,0,4,0,0,13,0,0,13,0,0,5,0,0,+13 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1440,0,4,0,0,14,0,0,14,0,0,5,0,0,+14 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1441,0,4,0,0,15,0,0,15,0,0,5,0,0,+15 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1442,0,4,0,0,16,0,0,16,0,0,5,0,0,+16 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1443,0,4,0,0,17,0,0,17,0,0,5,0,0,+17 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1444,0,4,0,0,18,0,0,18,0,0,5,0,0,+18 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1445,0,4,0,0,19,0,0,19,0,0,5,0,0,+19 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1446,0,4,0,0,20,0,0,20,0,0,5,0,0,+20 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1447,0,4,0,0,21,0,0,21,0,0,5,0,0,+21 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1448,0,4,0,0,22,0,0,22,0,0,5,0,0,+22 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1449,0,4,0,0,23,0,0,23,0,0,5,0,0,+23 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1450,0,4,0,0,24,0,0,24,0,0,5,0,0,+24 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1451,0,4,0,0,25,0,0,25,0,0,5,0,0,+25 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1452,0,4,0,0,26,0,0,26,0,0,5,0,0,+26 Resist Shadow,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1453,0,4,0,0,27,0,0,27,0,0,5,0,0,+27 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1454,0,4,0,0,28,0,0,28,0,0,5,0,0,+28 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1455,0,4,0,0,29,0,0,29,0,0,5,0,0,+29 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1456,0,4,0,0,30,0,0,30,0,0,5,0,0,+30 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1457,0,4,0,0,31,0,0,31,0,0,5,0,0,+31 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1458,0,4,0,0,32,0,0,32,0,0,5,0,0,+32 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1459,0,4,0,0,33,0,0,33,0,0,5,0,0,+33 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1460,0,4,0,0,34,0,0,34,0,0,5,0,0,+34 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1461,0,4,0,0,35,0,0,35,0,0,5,0,0,+35 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1462,0,4,0,0,36,0,0,36,0,0,5,0,0,+36 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1463,0,4,0,0,37,0,0,37,0,0,5,0,0,+37 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1464,0,4,0,0,38,0,0,38,0,0,5,0,0,+38 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1465,0,4,0,0,39,0,0,39,0,0,5,0,0,+39 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1466,0,4,0,0,40,0,0,40,0,0,5,0,0,+40 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1467,0,4,0,0,41,0,0,41,0,0,5,0,0,+41 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1468,0,4,0,0,42,0,0,42,0,0,5,0,0,+42 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1469,0,4,0,0,43,0,0,43,0,0,5,0,0,+43 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1470,0,4,0,0,44,0,0,44,0,0,5,0,0,+44 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1471,0,4,0,0,45,0,0,45,0,0,5,0,0,+45 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1472,0,4,0,0,46,0,0,46,0,0,5,0,0,+46 Shadow Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1483,0,5,0,0,150,0,0,150,0,0,0,0,0,+150 Mana,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1503,0,5,0,0,100,0,0,100,0,0,1,0,0,+100 Health,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1504,0,4,0,0,125,0,0,125,0,0,0,0,0,+125 Armor,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1505,0,4,0,0,20,0,0,20,0,0,2,0,0,+20 Fire Resistance,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1506,0,5,0,0,8,0,0,8,0,0,4,0,0,+8 Strength,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1507,0,5,0,0,8,0,0,8,0,0,7,0,0,+8 Stamina,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1508,0,5,0,0,8,0,0,8,0,0,3,0,0,+8 Agility,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1509,0,5,0,0,8,0,0,8,0,0,5,0,0,+8 Intellect,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1510,0,5,0,0,8,0,0,8,0,0,6,0,0,+8 Spirit,,,,,,,,,,,,,,,,16712190,0,1,0,0,0,0,50
1523,0,5,4,0,85,14,0,85,14,0,0,2,0,+85/14 MANA/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1524,0,5,4,0,75,14,0,75,14,0,1,2,0,+75/14 HP/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1525,0,4,4,0,110,14,0,110,14,0,0,2,0,+110/14 AC/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1526,0,3,0,0,0,0,0,0,0,0,15440,0,0,+10/14 STR/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1527,0,3,0,0,0,0,0,0,0,0,15442,0,0,+10/14 STA/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1528,0,3,0,0,0,0,0,0,0,0,15445,0,0,+10/14 AGI/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1529,0,3,0,0,0,0,0,0,0,0,15447,0,0,+10/14 INT/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1530,0,3,0,0,0,0,0,0,0,0,15456,0,0,+10/14 SPI/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1531,0,5,5,0,10,10,0,10,10,0,4,7,0,+10/10 STR/STA,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1532,0,3,3,0,0,0,0,0,0,0,15462,15461,0,+10/10/110/15 STR/STA/AC/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1543,0,3,3,0,0,0,0,0,0,0,15489,15488,0,+10/10/100/15 INT/SPI/MANA/FR,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1563,0,5,0,0,2,0,0,2,0,0,38,0,0,+2 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1583,0,5,0,0,4,0,0,4,0,0,38,0,0,+4 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1584,0,5,0,0,6,0,0,6,0,0,38,0,0,+6 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1585,0,5,0,0,8,0,0,8,0,0,38,0,0,+8 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1586,0,5,0,0,10,0,0,10,0,0,38,0,0,+10 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1587,0,5,0,0,12,0,0,12,0,0,38,0,0,+12 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1588,0,5,0,0,14,0,0,14,0,0,38,0,0,+14 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1589,0,5,0,0,16,0,0,16,0,0,38,0,0,+16 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1590,0,5,0,0,18,0,0,18,0,0,38,0,0,+18 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1591,0,5,0,0,20,0,0,20,0,0,38,0,0,+20 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1592,0,5,0,0,22,0,0,22,0,0,38,0,0,+22 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1593,0,5,0,0,24,0,0,24,0,0,38,0,0,+24 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1594,0,5,0,0,26,0,0,26,0,0,38,0,0,+26 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1595,0,5,0,0,28,0,0,28,0,0,38,0,0,+28 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1596,0,5,0,0,30,0,0,30,0,0,38,0,0,+30 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1597,0,5,0,0,32,0,0,32,0,0,38,0,0,+32 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1598,0,5,0,0,34,0,0,34,0,0,38,0,0,+34 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1599,0,5,0,0,36,0,0,36,0,0,38,0,0,+36 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1600,0,5,0,0,38,0,0,38,0,0,38,0,0,+38 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1601,0,5,0,0,32,0,0,32,0,0,38,0,0,+32 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1602,0,5,0,0,42,0,0,42,0,0,38,0,0,+42 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1603,0,5,0,0,44,0,0,44,0,0,38,0,0,+44 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1604,0,5,0,0,46,0,0,46,0,0,38,0,0,+46 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1605,0,5,0,0,48,0,0,48,0,0,38,0,0,+48 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1606,0,5,0,0,50,0,0,50,0,0,38,0,0,+50 Attack Power,,,,,,,,,,,,,,,,16712190,101,0,0,0,0,0,0
1607,0,5,0,0,52,0,0,52,0,0,38,0,0,+52 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1608,0,5,0,0,54,0,0,54,0,0,38,0,0,+54 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1609,0,5,0,0,56,0,0,56,0,0,38,0,0,+56 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1610,0,5,0,0,58,0,0,58,0,0,38,0,0,+58 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1611,0,5,0,0,60,0,0,60,0,0,38,0,0,+60 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1612,0,5,0,0,62,0,0,62,0,0,38,0,0,+62 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1613,0,5,0,0,64,0,0,64,0,0,38,0,0,+64 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1614,0,5,0,0,66,0,0,66,0,0,38,0,0,+66 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1615,0,5,0,0,68,0,0,68,0,0,38,0,0,+68 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1616,0,5,0,0,70,0,0,70,0,0,38,0,0,+70 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1617,0,5,0,0,72,0,0,72,0,0,38,0,0,+72 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1618,0,5,0,0,74,0,0,74,0,0,38,0,0,+74 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1619,0,5,0,0,76,0,0,76,0,0,38,0,0,+76 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1620,0,5,0,0,78,0,0,78,0,0,38,0,0,+78 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1621,0,5,0,0,80,0,0,80,0,0,38,0,0,+80 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1622,0,5,0,0,82,0,0,82,0,0,38,0,0,+82 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1623,0,5,0,0,84,0,0,84,0,0,38,0,0,+84 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1624,0,5,0,0,86,0,0,86,0,0,38,0,0,+86 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1625,0,5,0,0,88,0,0,88,0,0,38,0,0,+88 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1626,0,5,0,0,90,0,0,90,0,0,38,0,0,+90 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1627,0,5,0,0,92,0,0,92,0,0,38,0,0,+92 Attack Power,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1643,0,2,0,0,8,0,0,8,0,0,0,0,0,Sharpened (+8 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1663,0,6,0,0,16,0,0,16,0,0,0,0,0,Rockbiter 5,,,,,,,,,,,,,,,,16712190,61,9,0,0,0,0,0
1664,0,6,0,0,43,0,0,43,0,0,0,0,0,Rockbiter 7,,,,,,,,,,,,,,,,16712190,61,9,0,0,0,0,0
1665,0,3,0,0,100,0,0,100,0,0,16311,0,0,Flametongue 5,,,,,,,,,,,,,,,,16712190,32,9,0,0,0,0,0
1666,0,3,0,0,100,0,0,100,0,0,16312,0,0,Flametongue 6,,,,,,,,,,,,,,,,16712190,32,9,0,0,0,0,0
1667,0,1,0,0,0,0,0,0,0,0,16352,0,0,Frostbrand 4,,,,,,,,,,,,,,,,16712190,33,9,0,0,0,0,0
1668,0,1,0,0,0,0,0,0,0,0,16353,0,0,Frostbrand 5,,,,,,,,,,,,,,,,16712190,33,9,0,0,0,0,0
1669,0,3,0,0,20,0,0,20,0,0,33757,0,0,Windfury 4,,,,,,,,,,,,,,,,16712190,81,9,0,0,0,0,0
1683,0,1,0,0,100,0,0,100,0,0,16389,0,0,Flametongue Totem 4,,,,,,,,,,,,,,,,16712190,32,7,0,0,0,0,0
1703,0,2,0,0,8,0,0,8,0,0,0,0,0,Weighted (+8 Damage),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1704,0,3,0,0,0,0,0,0,0,0,16624,0,0,Thorium Spike (20-30),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1723,0,1,0,0,0,0,0,0,0,0,16870,0,0,Omen of Clarity,,,,,,,,,,,,,,,,16712190,26,1,0,0,0,0,0
1743,0,1,0,0,100,0,0,100,0,0,19109,0,0,MHTest02,,,,,,,,,,,,,,,,16712190,105,0,0,0,0,0,0
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,Cold Blood,,,,,,,,,,,,,,,,16712190,33,0,0,0,0,0,0
1783,0,1,0,0,20,0,0,20,0,0,8516,0,0,Windfury Totem 1,,,,,,,,,,,,,,,,16712190,81,7,0,0,0,0,0
1803,0,1,0,0,0,0,0,0,0,0,17809,0,0,Firestone 1,,,,,,,,,,,,,,,,16712190,32,3,0,0,0,0,0
1823,0,1,0,0,0,0,0,0,0,0,17933,0,0,Firestone 2,,,,,,,,,,,,,,,,16712190,32,3,0,0,0,0,0
1824,0,1,0,0,0,0,0,0,0,0,17934,0,0,Firestone 3,,,,,,,,,,,,,,,,16712190,32,3,0,0,0,0,0
1825,0,1,0,0,0,0,0,0,0,0,17935,0,0,Firestone 4,,,,,,,,,,,,,,,,16712190,32,3,0,0,0,0,0
1843,0,4,0,0,40,0,0,40,0,0,0,0,0,Reinforced (+40 Armor),,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1863,0,1,0,0,0,0,0,0,0,0,19267,0,0,Feedback 2,,,,,,,,,,,,,,,,16712190,107,1,0,0,0,0,0
1864,0,1,0,0,0,0,0,0,0,0,19268,0,0,Feedback 3,,,,,,,,,,,,,,,,16712190,107,1,0,0,0,0,0
1865,0,1,0,0,0,0,0,0,0,0,19269,0,0,Feedback 4,,,,,,,,,,,,,,,,16712190,107,1,0,0,0,0,0
1866,0,1,0,0,0,0,0,0,0,0,19270,0,0,Feedback 5,,,,,,,,,,,,,,,,16712190,107,1,0,0,0,0,0
1883,0,5,0,0,7,0,0,7,0,0,5,0,0,+7 Intellect,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1884,0,5,0,0,9,0,0,9,0,0,6,0,0,+9 Spirit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1885,0,5,0,0,9,0,0,9,0,0,4,0,0,+9 Strength,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1886,0,5,0,0,9,0,0,9,0,0,7,0,0,+9 Stamina,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1887,0,5,0,0,7,0,0,7,0,0,3,0,0,+7 Agility,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1888,0,3,0,0,0,0,0,0,0,0,19992,0,0,+5 All Resistances,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1889,0,4,0,0,70,0,0,70,0,0,0,0,0,+70 Armor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1890,0,5,3,0,4,0,0,4,0,0,43,21594,0,+4 Mana and Health every 5 sec,,,,,,,,,,,,,,,,16712190,29,0,0,0,0,0,0
1891,0,3,0,0,0,0,0,0,0,0,19988,0,0,+4 All Stats,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1892,0,3,0,0,0,0,0,0,0,0,19990,0,0,+100 Health,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1893,0,5,0,0,100,0,0,100,0,0,0,0,0,+100 Mana,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1894,0,1,0,0,0,0,0,0,0,0,20005,0,0,Icy Weapon,,,,,,,,,,,,,,,,16712190,126,0,0,0,0,0,0
1895,0,2,0,0,9,0,0,9,0,0,0,0,0,+9 Damage,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,0,0
1896,0,2,0,0,9,0,0,9,0,0,0,0,0,+9 Weapon Damage,,,,,,,,,,,,,,,,16712190,24,0,0,0,0,0,0
1897,0,2,0,0,5,0,0,5,0,0,0,0,0,+5 Weapon Damage,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,0,0
1898,0,1,0,0,0,0,0,0,0,0,20004,0,0,Lifestealing,,,,,,,,,,,,,,,,16712190,107,0,0,0,0,0,0
1899,0,1,0,0,0,0,0,0,0,0,20006,0,0,Unholy Weapon,,,,,,,,,,,,,,,,16712190,161,0,0,0,0,0,0
1900,0,1,0,0,0,0,0,0,0,0,20007,0,0,Crusader,,,,,,,,,,,,,,,,16712190,103,0,0,0,0,0,0
1901,0,5,0,0,9,0,0,9,0,0,5,0,0,+9 Intellect,,,,,,,,,,,,,,,,16712190,29,0,0,0,0,0,0
1903,0,5,0,0,9,0,0,9,0,0,6,0,0,+9 Spirit,,,,,,,,,,,,,,,,16712190,29,0,0,0,0,0,0
1904,0,5,0,0,9,0,0,9,0,0,5,0,0,+9 Intellect,,,,,,,,,,,,,,,,16712190,29,0,0,0,0,0,0
1923,0,4,0,0,3,0,0,3,0,0,2,0,0,+3 Fire Resistance,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1943,0,5,0,0,12,0,0,12,0,0,12,0,0,+12 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1944,0,5,0,0,8,0,0,8,0,0,12,0,0,+8 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1945,0,5,0,0,9,0,0,9,0,0,12,0,0,+9 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1946,0,5,0,0,10,0,0,10,0,0,12,0,0,+10 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1947,0,5,0,0,11,0,0,11,0,0,12,0,0,+11 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1948,0,5,0,0,13,0,0,13,0,0,12,0,0,+13 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1949,0,5,0,0,14,0,0,14,0,0,12,0,0,+14 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1950,0,5,0,0,15,0,0,15,0,0,12,0,0,+15 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1951,0,5,0,0,16,0,0,16,0,0,12,0,0,+16 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1952,0,5,0,0,20,0,0,20,0,0,12,0,0,+20 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1953,0,5,0,0,22,0,0,22,0,0,12,0,0,+22 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1954,0,5,0,0,25,0,0,25,0,0,12,0,0,+25 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1955,0,5,0,0,32,0,0,32,0,0,12,0,0,+32 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1956,0,5,0,0,17,0,0,17,0,0,12,0,0,+17 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1957,0,5,0,0,18,0,0,18,0,0,12,0,0,+18 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1958,0,5,0,0,19,0,0,19,0,0,12,0,0,+19 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1959,0,5,0,0,21,0,0,21,0,0,12,0,0,+21 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1960,0,5,0,0,23,0,0,23,0,0,12,0,0,+23 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1961,0,5,0,0,24,0,0,24,0,0,12,0,0,+24 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1962,0,5,0,0,26,0,0,26,0,0,12,0,0,+26 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1963,0,5,0,0,27,0,0,27,0,0,12,0,0,+27 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1964,0,5,0,0,28,0,0,28,0,0,12,0,0,+28 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1965,0,5,0,0,29,0,0,29,0,0,12,0,0,+29 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1966,0,5,0,0,30,0,0,30,0,0,12,0,0,+30 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1967,0,5,0,0,31,0,0,31,0,0,12,0,0,+31 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
1968,0,5,0,0,33,0,0,33,0,0,12,0,0,+33 Defense Rating,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,0,0
